3840,0,1,0
4032,1,0,0
4512,1,0,0
4704,0,0,1
4896,0,2,0
5088,2,0,0
5280,1,0,0
6144,2,0,1
6336,1,0,0
6624,0,0,2
6912,1,1,0
7104,1,0,2
7248,2,2,0
7488,0,0,1
7680,0,2,0
7872,0,2,0
8064,0,0,2
8256,0,0,2
8448,0,1,0
8640,0,1,0
8832,0,0,2
9024,0,0,2
9312,0,0,2
9504,0,0,1
9792,0,0,1
9984,2,0,0
10176,0,0,2
10368,0,0,2
10560,0,2,0
10752,1,1,0
11328,0,0,1
11520,0,2,0
19200,2,0,1
19776,0,1,0
19968,1,2,2
20352,1,0,0
20544,1,0,0
20736,2,0,2
20928,0,2,0
21120,0,0,2
21312,0,2,0
21504,1,2,1
22080,0,0,1
22272,0,2,1
22656,1,0,2
23040,1,2,0
23424,2,2,0
23808,1,0,1
24192,2,2,1
24384,2,0,1
24576,1,0,2
24768,1,2,0
32640,0,1,2
33216,2,2,0
33408,0,1,2
33600,1,0,0
33792,1,1,2
33984,1,0,2
34176,1,1,0
34560,2,0,0
34752,0,1,0
34944,0,1,1
35328,2,0,2
35520,1,0,2
35712,1,2,0
35904,0,1,2
36096,0,0,1
36288,0,2,2
36480,1,0,1
36672,0,2,1
36864,1,1,0
37056,0,1,0
37248,2,0,2
37440,1,0,0
37632,0,0,2
37824,0,1,0
38016,2,0,1
38208,1,2,2
38400,2,0,2
38592,0,0,1
38784,0,2,2
38976,2,0,0
39168,2,1,0
39360,2,0,0
39552,1,1,0
39744,1,0,0
39936,2,1,1
40128,1,2,2
40320,1,1,2
40608,2,2,1
40896,1,1,1
41088,2,2,2
41328,0,2,2
41472,2,2,2
41664,1,1,1
41856,1,1,1
43296,2,1,2
43488,2,1,2
43680,1,2,2
43824,1,1,1
43968,2,2,1
44160,2,2,1
44304,1,2,1
44448,2,2,2
44592,1,2,2
44736,1,2,2
44928,2,1,2
45216,1,2,0
45360,2,0,2
45600,1,2,0
45744,2,0,1
45888,1,0,2
46032,1,0,2
46752,1,2,1
46896,2,1,1
47040,1,1,1
47232,1,2,1
47424,2,2,2
47616,1,2,1
47808,1,2,1
47952,2,2,1
48096,2,1,2
48288,2,1,1
48432,2,2,1
48576,1,2,1
48768,1,2,1
49440,1,2,2
49632,2,1,2
49824,2,1,1
49968,0,2,1
50112,1,1,1
50304,2,1,1
50832,1,1,2
51072,2,2,1
51264,2,1,2
51792,2,1,2
51936,0,0,2
52176,1,1,1
52320,0,0,2
52608,0,1,0
52752,0,1,0
52944,2,0,0
53232,2,1,2
53424,1,1,1
53616,2,2,2
53808,1,2,1
54096,0,1,0
54240,0,1,0
54384,1,1,1
54528,1,1,2
54768,2,0,2
54912,1,1,0
55056,1,1,2
55200,2,1,2
55344,1,1,2
55536,1,1,1
55920,0,1,1
56304,0,1,0
56688,1,2,2
79872,2,1,2
80064,1,1,1
80256,2,2,1
80448,2,1,1
80640,2,2,2
80832,2,1,2
81024,1,1,2
81216,0,2,0
81408,0,0,2
81792,2,2,2
81984,2,0,0
82176,2,1,2
85248,0,0,1
85440,0,1,0
85632,0,1,0
85920,0,1,0
86400,2,2,0
86592,0,2,0
86784,1,1,0
87168,0,1,1
87360,0,2,0
87552,2,2,1
87936,0,2,2
88128,1,0,0
88320,0,1,1
88704,0,0,1
88896,2,0,0
89088,0,2,0
89280,0,0,1
89472,1,1,0
89856,0,2,1
90048,2,0,0
90288,0,0,1
90624,0,1,2
91248,1,2,2
