10752,0,1,0
10852,1,0,0
11044,1,0,0
11332,0,1,0
11524,0,1,0
11716,1,0,0
11908,0,0,1
12092,0,0,1
12284,1,0,0
12480,0,0,1
12676,0,0,1
12872,0,2,0
13060,0,0,2
13248,1,0,0
13444,2,0,0
13636,1,0,0
13828,0,2,0
14112,0,1,0
14492,1,0,0
14592,0,0,2
14788,2,0,0
14980,1,0,0
15364,1,0,0
15464,0,1,0
15748,0,0,2
15940,1,0,0
16228,1,0,0
16416,1,0,0
16700,0,0,2
16892,0,1,0
17284,0,0,2
17668,2,0,0
18044,1,0,0
18432,0,1,0
18620,0,1,0
19972,0,0,1
20348,0,0,1
20736,0,0,1
21116,2,0,0
21508,0,2,0
21700,0,1,0
23032,0,0,1
23132,0,0,2
23324,0,0,1
23428,0,2,0
23616,1,0,0
23804,0,1,0
23996,2,0,0
24188,0,1,0
24388,0,0,1
24576,1,0,0
24764,0,0,1
24864,0,0,2
24964,0,1,0
25064,0,0,1
25252,1,0,0
25540,0,2,0
25736,2,0,0
25924,0,1,0
26116,0,1,0
26216,2,0,0
26396,0,0,1
26496,0,1,0
26792,0,0,2
27076,0,0,2
27268,0,0,2
27648,1,0,0
27836,0,1,0
28028,0,0,2
28132,0,0,2
28508,1,0,0
28696,0,0,1
29188,1,0,0
29572,2,0,0
29948,0,0,2
30332,0,0,2
30724,2,0,0
30912,0,1,0
31660,0,1,0
31768,2,0,0
31968,0,0,2
32260,1,0,0
32636,1,0,0
33028,2,0,0
33404,0,2,0
33796,0,0,2
33988,0,1,0
35324,2,0,0
35516,0,0,1
35716,2,0,0
35908,2,0,0
36100,1,0,0
36284,0,1,0
36476,2,0,0
36576,1,0,0
36676,1,0,0
36868,0,2,0
37060,0,0,2
37252,2,0,0
37444,0,1,0
37636,2,0,0
37828,2,0,0
38020,0,0,1
38120,2,0,0
38400,0,2,0
38684,0,1,0
39164,0,2,0
39368,1,0,0
39548,0,1,0
39740,1,0,0
39932,2,0,0
40124,2,0,0
40228,1,0,0
40420,1,0,0
40796,1,0,0
41084,0,1,0
41468,2,0,0
41860,0,0,2
42240,0,1,0
42620,1,0,0
43012,0,1,0
43204,1,0,0
43396,0,0,2
43676,0,1,0
43780,1,0,0
44540,0,0,2
44920,0,0,1
45308,0,0,2
45692,0,2,0
46076,1,0,0
46268,1,0,0
47228,2,0,0
47332,1,0,0
47524,2,0,0
47996,0,1,0
48380,0,0,1
48760,2,0,0
49156,0,0,1
49348,0,1,0
50300,0,1,0
50404,0,0,2
50692,0,1,0
51068,1,0,0
51452,0,0,1
51836,0,0,2
52220,2,0,0
52412,1,0,0
53472,0,1,0
53664,2,0,0
