3840,0,1,0
4032,0,0,1
4512,0,1,0
4704,0,1,0
4896,0,0,2
5088,1,0,0
5280,1,0,0
6144,2,0,1
6336,0,1,0
6624,0,0,2
6912,2,1,0
7104,0,2,1
7248,0,2,2
7488,2,0,0
7680,0,0,1
7872,0,2,0
8064,2,0,0
8256,0,0,2
8448,0,1,0
8640,0,0,1
8832,0,0,2
9024,0,0,2
9312,0,0,1
9504,0,1,0
9792,2,0,0
9984,0,0,1
10176,0,1,0
10368,0,1,0
10560,0,2,0
10752,0,2,2
11328,0,2,0
11520,2,0,0
19200,1,1,0
19776,0,0,1
19968,1,1,1
20352,0,1,0
20544,0,0,2
20736,0,1,2
20928,0,2,0
21120,1,0,0
21312,0,2,0
21504,2,2,2
22080,0,0,2
22272,2,1,0
22656,0,1,1
23040,0,2,1
23424,0,1,1
23808,1,1,0
24192,2,1,2
24384,2,1,0
24576,1,0,2
24768,2,2,0
32640,0,1,2
33216,0,2,2
33408,0,2,2
33600,0,0,2
33792,1,1,2
33984,0,2,1
34176,1,1,0
34560,0,1,0
34752,0,0,2
34944,0,1,2
35328,1,0,2
35520,1,0,1
35712,0,2,2
35904,1,2,0
36096,0,0,2
36288,0,2,1
36480,0,1,1
36672,1,2,0
36864,0,1,2
37056,1,0,0
37248,0,1,2
37440,2,0,0
37632,0,1,0
37824,2,0,0
38016,0,2,2
38208,1,2,1
38400,0,1,1
38592,0,2,0
38784,0,1,2
38976,0,1,0
39168,1,0,1
39360,0,1,0
39552,0,2,1
39744,0,0,1
39936,2,2,1
40128,2,1,2
40320,2,1,1
40608,2,1,1
40896,1,2,2
41088,1,2,2
41328,2,0,1
41472,1,2,1
41664,2,2,1
41856,1,1,2
43296,1,2,2
43488,1,1,2
43680,2,2,2
43824,1,2,2
43968,2,2,1
44160,1,2,1
44304,1,1,2
44448,2,2,2
44592,2,1,2
44736,2,2,1
44928,1,2,1
45216,2,2,0
45360,2,0,1
45600,0,1,1
45744,0,1,1
45888,2,1,0
46032,0,1,1
46752,2,2,2
46896,2,1,2
47040,1,1,2
47232,2,1,1
47424,1,1,2
47616,1,2,2
47808,1,2,1
47952,1,1,2
48096,2,2,2
48288,1,1,1
48432,1,1,1
48576,2,1,2
48768,2,1,1
49440,2,2,1
49632,2,2,1
49824,2,1,1
49968,0,2,2
50112,1,2,2
50304,2,2,2
50832,1,1,1
51072,2,2,2
51264,1,1,2
51792,1,1,2
51936,0,1,0
52176,2,1,1
52320,0,0,2
52608,2,0,0
52752,0,0,1
52944,2,0,0
53232,1,2,2
53424,1,1,2
53616,1,2,1
53808,2,1,1
54096,0,2,0
54240,0,1,0
54384,1,2,2
54528,2,1,2
54768,0,1,2
54912,2,1,0
55056,2,1,2
55200,1,1,1
55344,1,2,2
55536,2,2,1
55920,2,0,1
56304,0,0,2
56688,1,1,2
79872,2,2,1
80064,2,1,2
80256,1,2,1
80448,2,2,2
80640,2,1,2
80832,2,2,2
81024,1,1,2
81216,0,1,0
81408,1,0,0
81792,2,1,1
81984,0,2,0
82176,1,1,1
85248,2,0,0
85440,0,1,0
85632,2,0,0
85920,0,0,1
86400,0,1,1
86592,1,0,0
86784,2,2,0
87168,0,2,1
87360,0,0,1
87552,1,1,1
87936,1,2,0
88128,0,0,2
88320,0,2,2
88704,0,0,2
88896,0,1,0
89088,0,1,0
89280,0,0,2
89472,1,2,0
89856,1,1,0
90048,0,0,1
90288,0,2,0
90624,1,2,0
91248,2,1,2
