10752,0,0,2
10852,1,0,0
11044,0,2,0
11332,2,0,0
11524,1,0,0
11716,2,0,0
11908,2,0,0
12092,0,2,0
12284,0,1,0
12480,0,0,1
12676,0,0,1
12872,0,1,0
13060,0,0,1
13248,1,0,0
13444,2,0,0
13636,0,0,2
13828,1,0,0
14112,0,0,1
14492,0,2,0
14592,0,2,0
14788,1,0,0
14980,0,0,2
15364,1,0,0
15464,0,1,0
15748,1,0,0
15940,1,0,0
16228,2,0,0
16416,0,2,0
16700,0,0,2
16892,0,2,0
17284,0,0,1
17668,0,0,2
18044,2,0,0
18432,1,0,0
18620,1,0,0
19972,0,2,0
20348,1,0,0
20736,1,0,0
21116,2,0,0
21508,0,1,0
21700,2,0,0
23032,2,0,0
23132,2,0,0
23324,0,2,0
23428,2,0,0
23616,0,0,2
23804,0,2,0
23996,2,0,0
24188,0,1,0
24388,1,0,0
24576,0,1,0
24764,0,2,0
24864,0,0,2
24964,1,0,0
25064,0,1,0
25252,0,0,2
25540,1,0,0
25736,0,0,1
25924,0,0,1
26116,2,0,0
26216,1,0,0
26396,0,2,0
26496,1,0,0
26792,2,0,0
27076,0,0,2
27268,0,1,0
27648,0,0,1
27836,1,0,0
28028,0,0,2
28132,0,0,1
28508,0,2,0
28696,2,0,0
29188,0,2,0
29572,0,2,0
29948,0,1,0
30332,1,0,0
30724,1,0,0
30912,0,0,1
31660,2,0,0
31768,0,2,0
31968,0,0,2
32260,0,0,1
32636,0,0,2
33028,2,0,0
33404,2,0,0
33796,1,0,0
33988,0,0,1
35324,1,0,0
35516,2,0,0
35716,2,0,0
35908,1,0,0
36100,0,0,2
36284,0,0,2
36476,0,0,1
36576,1,0,0
36676,2,0,0
36868,0,1,0
37060,0,2,0
37252,0,0,1
37444,0,0,1
37636,0,0,2
37828,0,2,0
38020,1,0,0
38120,0,0,2
38400,0,1,0
38684,0,0,1
39164,0,0,1
39368,1,0,0
39548,2,0,0
39740,0,0,1
39932,1,0,0
40124,0,2,0
40228,1,0,0
40420,0,1,0
40796,0,2,0
41084,0,1,0
41468,0,0,2
41860,0,1,0
42240,2,0,0
42620,2,0,0
43012,0,2,0
43204,0,0,1
43396,0,1,0
43676,1,0,0
43780,0,0,2
44540,1,0,0
44920,0,0,2
45308,0,0,2
45692,0,2,0
46076,1,0,0
46268,0,1,0
47228,0,0,2
47332,0,1,0
47524,0,0,2
47996,1,0,0
48380,2,0,0
48760,0,2,0
49156,2,0,0
49348,0,0,1
50300,0,0,1
50404,1,0,0
50692,0,0,1
51068,1,0,0
51452,0,2,0
51836,2,0,0
52220,0,2,0
52412,1,0,0
53472,0,0,2
53664,0,0,2
