1152,2,1,1
1272,2,2,1
1536,1,2,1
1647,0,0,2
1827,1,0,0
1934,0,1,0
2040,2,2,1
2304,2,1,1
2417,2,0,0
2603,2,0,0
2736,1,2,2
2856,1,0,0
3072,1,1,2
3181,0,0,1
3364,1,0,1
3552,0,0,2
3786,2,0,0
3947,0,0,2
4151,1,0,0
4272,2,2,2
4392,1,0,0
4608,0,1,1
4728,1,2,1
4992,2,2,1
5112,1,1,1
5376,2,2,2
5496,1,2,2
5760,1,2,2
5880,1,1,1
6144,2,1,2
6264,1,1,2
6528,1,1,2
6648,2,2,1
6912,2,2,2
7032,2,2,0
7296,2,2,1
7416,1,1,1
7590,0,0,2
7692,0,2,0
7800,2,1,1
7937,0,0,2
8064,1,1,1
8184,1,2,2
8359,0,2,0
8459,1,0,0
8568,1,2,2
8756,0,0,1
8911,0,0,1
9022,1,0,0
9600,1,1,2
9751,0,0,2
9888,1,1,2
10323,0,0,2
10428,2,0,0
10536,0,0,2
10752,1,1,1
10863,0,1,0
11043,2,0,0
11150,1,0,0
11256,2,2,2
11520,1,2,1
11633,2,0,0
11819,0,2,0
11952,2,2,1
12072,0,0,1
12288,2,1,2
12397,0,0,2
12580,1,0,2
12768,0,1,0
13002,0,0,2
13163,0,1,0
13367,0,2,0
13488,1,2,2
13608,1,0,0
13824,1,0,1
13944,1,2,2
14208,2,1,2
14328,1,1,1
14592,1,1,1
14712,2,1,1
14976,2,2,1
15096,2,1,1
15360,1,1,1
15480,1,1,1
15744,2,1,1
15864,1,2,2
16128,1,2,2
16248,2,0,1
16512,2,1,1
16632,2,2,1
16806,0,2,0
16908,1,0,0
17016,1,1,2
17153,0,1,0
17280,1,2,1
17400,2,2,1
17575,0,2,0
17675,0,2,0
17784,2,2,1
17972,0,0,2
18127,0,1,0
18238,0,2,0
18816,1,2,2
18945,1,0,0
19046,0,0,2
19152,1,2,1
19539,0,0,1
19644,1,0,0
19752,0,0,2
19968,2,1,2
20079,0,0,1
20259,0,2,0
20366,0,0,1
20472,2,1,2
20736,2,2,1
20849,0,2,0
21035,0,0,1
21168,2,2,1
21288,0,1,0
21504,1,1,2
21613,0,0,1
21796,1,0,1
21984,0,0,1
22218,0,1,0
22379,0,0,1
22583,0,2,0
22704,2,1,2
22848,2,1,2
23040,1,2,1
23160,1,2,2
23424,2,1,1
23544,1,2,1
23808,2,1,2
23928,1,2,2
25728,2,1,2
25848,1,1,2
26112,2,2,2
26223,0,0,1
26403,2,0,0
26510,0,2,0
26616,1,2,2
26880,1,2,2
26993,0,0,2
27179,2,0,0
27312,2,2,2
27432,0,2,0
27648,2,2,1
27757,0,1,0
27936,2,2,2
28239,0,1,0
28368,1,1,1
28522,0,1,0
28656,2,2,2
28783,2,0,0
28920,1,1,1
29184,2,2,2
29295,0,2,0
29475,0,0,1
29582,2,0,0
29688,2,1,1
29952,1,2,2
30065,2,0,0
30251,0,0,2
30384,1,2,2
30504,0,0,1
30720,1,2,2
30829,2,0,0
31008,1,2,2
31311,0,1,0
31440,2,2,2
31594,0,2,0
31728,2,2,1
31855,0,1,0
31992,1,2,2
32256,2,1,1
32367,0,0,2
32547,0,0,2
32654,0,2,0
32760,2,1,1
33024,2,1,1
33137,0,2,0
33323,0,2,0
33456,2,1,1
33576,2,0,0
33792,1,2,2
33901,0,2,0
34084,0,2,2
34272,2,0,0
34506,0,2,0
34667,1,0,0
34871,0,0,1
34992,1,2,1
35112,0,2,0
35328,2,2,2
35439,2,0,0
35619,2,0,0
35726,0,2,0
35832,2,1,1
36096,1,1,1
36209,0,2,0
36395,1,0,0
36528,2,1,2
36648,1,0,0
36864,1,1,2
36973,0,1,0
37156,1,2,0
37344,0,2,0
37578,1,0,0
37739,0,1,0
37943,0,0,1
38064,1,2,2
38184,0,0,1
38400,1,1,1
38511,2,0,0
38691,0,1,0
38798,0,1,0
38904,2,2,1
39168,1,1,1
39281,1,0,0
39467,0,0,2
39600,2,2,1
39720,2,0,0
39936,1,2,1
40045,0,1,0
40228,0,2,2
40416,0,2,0
40650,0,0,2
40811,2,0,0
41015,0,2,0
